Indicator,  Merchandise exports by product group and destination – annual (Million US dollar),,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AG - Agricultural products,India,,,51,67,97,155,123,96,96,154,154,140,267,289,313,259,331,457,454,304,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AG - Agricultural products,Japan,,,210,171,176,187,235,199,195,176,256,134,165,160,473,428,440,199,196,213,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AG - Agricultural products,Least-developed countries,,,516,492,663,848,853,957,1375,1502,1740,2046,2583,2980,3414,3501,3658,3483,2896,3253,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AG - Agricultural products,Mexico,,,8,11,12,11,18,11,10,19,14,8,9,13,12,10,12,8,13,9,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AG - Agricultural products,Middle East,,,595,503,620,696,795,933,1051,1177,2070,2880,3331,3666,3322,3770,3229,3699,3778,4094,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AG - Agricultural products,Non-EU south-eastern Europe,,,70,56,62,85,124,97,114,170,171,185,158,164,218,283,270,242,215,201,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AG - Agricultural products,Non-EU western Europe,,,181,149,100,129,173,200,172,191,283,380,221,326,343,287,181,181,159,166,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AG - Agricultural products,North America,,,214,312,283,322,329,255,265,280,360,359,414,491,452,444,443,511,600,764,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AG - Agricultural products,Other Africa,,,848,934,816,1263,1437,1522,1756,2269,2750,3259,4098,4986,5256,5024,5250,5098,4322,5314,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AG - Agricultural products,Other Asia,,,319,289,204,367,478,374,384,442,504,545,752,807,915,853,937,819,889,1207,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AG - Agricultural products,Other CIS,,,6,20,11,26,60,50,61,65,129,131,125,165,123,138,118,112,103,79,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AG - Agricultural products,Russian Federation,,,25,22,42,65,62,99,98,159,208,259,282,457,343,385,449,448,379,453,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AG - Agricultural products,South Africa,,,492,396,262,318,415,326,446,497,424,413,470,916,1548,1550,1383,1244,1241,1487,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AG - Agricultural products,South and Central America and the Caribbean,,,25,22,23,15,18,14,14,27,46,82,44,74,62,45,60,33,45,48,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AG - Agricultural products,United States of America,,,191,288,251,290,285,224,232,231,305,311,363,444,408,385,393,461,545,674,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,World,,,4647,4751,4030,5145,6185,6604,7315,8600,10440,11692,13483,16093,16417,16721,16351,16173,16212,18537,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,Africa,,,1091,1160,868,1130,1520,1500,1800,2178,2693,3119,3981,5127,5989,5883,5981,5772,5078,6224,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,Asia,,,644,650,411,649,798,823,853,970,1000,1186,1494,1831,1945,1800,1984,1918,1830,2403,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,Australia and New Zealand,,,33,29,51,80,83,82,77,103,95,95,108,63,39,37,31,32,32,53,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,Brazil,,,2,2,5,2,2,2,3,4,4,5,2,6,12,9,10,10,23,22,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,China,,,83,100,21,32,130,182,186,173,135,318,387,514,473,417,458,354,212,500,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,Common Market for Eastern and Southern Africa (COMESA),,,542,548,504,678,938,906,1290,1493,1972,2114,2829,3106,3020,2729,2511,2600,2458,3177,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,"Commonwealth of Independent States (CIS), including associate and former member States",,,29,40,51,89,118,145,154,216,325,377,388,597,438,489,527,518,447,500,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,Europe,,,2092,2120,1851,2333,2663,3012,3259,3852,4137,3868,4113,4588,4370,4532,4361,3977,4608,4723,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,Extra COMESA Trade,,,4105,4203,3525,4467,5247,5698,6025,7106,8468,9579,10654,12987,13397,13992,13840,13573,13754,15360,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,Four East Asian traders,,,115,137,79,120,132,106,101,160,153,141,157,303,237,237,248,256,278,351,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,India,,,10,19,9,18,23,20,26,56,45,86,119,166,205,177,254,394,362,244,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,Japan,,,178,149,145,159,179,175,170,150,206,99,132,134,239,212,220,174,177,195,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,Least-developed countries,,,421,422,583,692,775,807,1209,1263,1532,1863,2404,2772,3164,3307,3456,3329,2765,3109,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,Mexico,,,8,10,12,11,18,10,9,18,13,7,9,12,11,9,10,7,13,4,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,Middle East,,,570,476,588,657,760,886,996,1111,1932,2722,3090,3450,3136,3577,3052,3504,3639,3938,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,Non-EU south-eastern Europe,,,45,38,37,60,81,81,97,143,141,165,132,107,178,234,230,208,181,161,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,Non-EU western Europe,,,150,127,84,93,101,140,132,166,261,196,164,242,264,212,122,139,124,126,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,North America,,,178,284,236,273,269,213,234,246,322,322,364,416,393,377,367,437,533,675,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,Other Africa,,,743,842,715,905,1317,1327,1543,1903,2468,2860,3705,4492,4839,4660,4848,4700,3985,4912,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,Other Asia,,,225,217,107,240,251,257,293,328,367,447,592,651,752,720,773,708,769,1060,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,Other CIS,,,6,19,11,25,58,50,60,63,125,128,121,162,118,132,111,106,97,74,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,Russian Federation,,,23,21,40,64,60,95,94,153,200,249,266,436,320,357,416,412,350,426,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,South Africa,,,348,319,153,225,203,173,256,275,225,259,276,635,1150,1222,1134,1072,1093,1311,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,South and Central America and the Caribbean,,,16,14,15,10,14,11,11,16,21,62,25,47,50,32,48,26,37,39,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFO - Food,United States of America,,,155,262,205,243,226,185,203,201,271,281,320,374,355,324,323,393,482,598,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,World,,,375,544,593,701,697,748,899,900,920,851,912,1027,1055,1252,1228,1022,1126,1228,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,Africa,,,14,19,16,13,21,22,16,17,17,16,25,33,26,33,39,40,41,48,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,Asia,,,71,73,126,138,116,129,110,110,117,103,136,142,154,164,205,198,227,236,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,Australia and New Zealand,,,10,11,6,16,7,9,7,4,4,3,4,3,2,1,1,1,1,3,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,Brazil,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,China,,,1,1,8,14,11,6,7,5,4,5,6,6,9,13,27,25,24,35,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,Common Market for Eastern and Southern Africa (COMESA),,,11,14,13,11,12,17,15,12,14,9,18,25,19,20,20,24,27,31,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,"Commonwealth of Independent States (CIS), including associate and former member States",,,0,0,0,0,0,0,0,9,3,1,1,1,1,1,1,1,0,1,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,Europe,,,258,377,394,486,503,543,713,711,729,678,701,781,815,989,905,709,771,856,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,Extra COMESA Trade,,,364,530,580,690,685,731,884,888,906,841,894,1002,1036,1232,1208,998,1099,1197,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,Four East Asian traders,,,12,10,30,37,14,23,17,29,31,30,36,57,42,59,70,79,74,67,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,India,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,Japan,,,45,45,74,61,69,73,61,50,55,48,57,59,90,71,81,71,93,99,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,Least-developed countries,,,1,3,4,3,5,6,5,7,6,6,12,17,17,16,29,31,24,26,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,Mexico,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,Middle East,,,26,52,24,46,30,32,42,38,42,42,40,55,47,51,60,57,66,59,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,Non-EU south-eastern Europe,,,0,0,0,0,2,6,4,2,4,0,0,1,2,4,7,10,2,6,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,Non-EU western Europe,,,1,0,0,0,1,1,1,0,0,0,1,2,2,0,0,0,0,0,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,North America,,,6,19,31,16,13,10,14,13,10,11,7,11,8,14,16,16,20,28,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,Other Africa,,,12,17,14,11,16,19,14,15,13,15,25,31,25,32,38,39,40,46,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,Other Asia,,,2,5,8,10,14,17,17,22,23,18,32,17,11,20,25,22,36,32,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,Other CIS,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,Russian Federation,,,0,0,0,0,0,0,0,9,1,0,0,0,0,1,1,0,0,0,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,South Africa,,,2,2,2,2,4,3,2,2,4,2,0,1,1,1,1,1,1,1,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,South and Central America and the Caribbean,,,0,3,2,1,1,1,1,1,2,1,2,1,2,1,1,1,0,0,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOFI - Fish,United States of America,,,6,19,31,16,10,10,14,12,9,10,7,10,8,13,15,15,19,23,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,World,,,4272,4206,3437,4444,5488,5856,6415,7700,9521,10842,12571,15066,15362,15469,15123,15151,15086,17308,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,Africa,,,1077,1142,852,1117,1499,1478,1784,2161,2676,3103,3956,5094,5963,5850,5942,5732,5037,6176,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,Asia,,,573,578,286,510,682,693,742,860,883,1083,1359,1688,1791,1636,1779,1720,1602,2167,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,Australia and New Zealand,,,23,18,45,64,76,73,70,99,91,92,104,60,37,36,30,31,31,50,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,Brazil,,,2,2,5,2,2,2,3,4,4,5,2,6,12,9,10,10,23,22,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,China,,,82,99,12,18,119,176,179,168,131,313,381,508,464,404,431,329,188,465,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,Common Market for Eastern and Southern Africa (COMESA),,,531,533,492,667,926,889,1275,1482,1959,2104,2811,3081,3001,2709,2491,2576,2431,3146,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,"Commonwealth of Independent States (CIS), including associate and former member States",,,29,40,51,89,118,145,154,208,322,377,387,596,438,488,526,517,446,499,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,Europe,,,1834,1743,1458,1847,2160,2469,2545,3141,3408,3190,3411,3807,3555,3544,3456,3268,3837,3867,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,Extra COMESA Trade,,,3741,3673,2945,3777,4563,4967,5141,6218,7562,8738,9759,11985,12361,12760,12632,12575,12655,14163,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,Four East Asian traders,,,102,127,49,82,118,83,84,131,122,111,121,246,195,178,178,177,205,284,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,India,,,10,18,9,18,23,20,26,56,45,86,119,165,205,177,254,394,362,244,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,Japan,,,132,104,71,98,110,102,109,100,150,51,75,74,149,141,139,103,84,95,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,Least-developed countries,,,420,418,579,690,770,802,1204,1256,1526,1857,2392,2755,3146,3291,3427,3298,2741,3083,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,Mexico,,,8,10,12,11,18,10,9,18,13,7,9,12,11,9,10,7,13,4,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,Middle East,,,544,423,564,612,730,854,954,1073,1890,2680,3051,3396,3089,3526,2992,3448,3573,3879,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,Non-EU south-eastern Europe,,,45,38,37,60,79,76,93,141,136,165,131,106,175,231,223,198,180,155,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,Non-EU western Europe,,,149,127,84,92,100,140,131,166,261,196,163,240,262,212,121,139,124,126,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,North America,,,172,266,205,256,256,203,219,234,312,312,357,405,384,363,351,421,513,647,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,Other Africa,,,732,825,701,894,1300,1308,1529,1888,2455,2846,3680,4461,4813,4628,4810,4661,3945,4866,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,Other Asia,,,223,212,99,230,236,239,275,306,344,429,559,635,741,701,747,686,733,1028,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,Other CIS,,,6,19,11,25,58,49,60,63,123,128,121,161,118,131,111,106,97,73,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,Russian Federation,,,23,21,40,64,60,95,94,145,199,249,266,435,320,356,416,412,349,426,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,South Africa,,,345,317,151,223,199,170,254,274,221,257,275,634,1150,1222,1132,1070,1092,1310,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,South and Central America and the Caribbean,,,15,11,13,9,13,10,10,15,19,62,24,46,48,31,47,25,36,38,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGFOOF - Other food products,United States of America,,,150,243,175,227,217,175,189,189,262,271,313,363,347,312,308,377,463,575,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,World,,,1065,952,1145,1650,1833,1609,1669,2086,2254,2416,2622,2961,2997,3066,2985,2495,1980,2245,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,Africa,,,249,169,211,450,332,348,402,588,481,553,587,775,815,692,653,571,485,578,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,Asia,,,257,229,331,440,583,371,323,385,426,361,549,668,783,725,722,410,414,461,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,Australia and New Zealand,,,2,2,5,5,4,3,4,5,6,5,5,4,6,23,24,26,20,18,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,Brazil,,,6,6,7,3,3,0,1,6,3,5,6,11,4,5,7,4,5,3,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,China,,,20,24,45,61,74,103,77,89,75,117,140,214,173,195,159,121,93,141,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,Common Market for Eastern and Southern Africa (COMESA),,,65,72,71,229,74,108,98,149,95,115,115,131,117,135,124,90,84,94,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,"Commonwealth of Independent States (CIS), including associate and former member States",,,2,2,2,3,3,5,5,7,12,13,19,25,27,35,39,42,36,32,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,Europe,,,470,486,513,660,791,790,849,993,1132,1273,1157,1172,1110,1338,1304,1194,828,919,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,Extra COMESA Trade,,,1001,880,1074,1421,1759,1501,1571,1937,2159,2301,2506,2830,2881,2931,2861,2405,1895,2150,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,Four East Asian traders,,,67,61,66,82,121,48,57,53,49,52,64,146,100,75,77,65,69,77,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,India,,,41,48,88,137,100,76,70,99,109,54,148,123,107,83,78,63,92,60,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,Japan,,,33,22,31,28,56,24,25,26,50,35,33,26,234,216,220,25,19,19,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,Least-developed countries,,,94,70,80,156,78,150,166,239,208,183,179,209,251,195,202,154,131,143,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,Mexico,,,0,1,0,0,0,1,1,1,1,1,1,0,1,1,2,1,1,5,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,Middle East,,,25,27,32,39,35,47,56,66,138,159,241,216,186,193,177,195,139,155,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,Non-EU south-eastern Europe,,,25,18,25,25,42,15,16,27,30,20,26,57,40,49,41,34,34,39,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,Non-EU western Europe,,,31,22,15,36,73,60,41,25,22,184,57,85,79,75,59,42,35,39,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,North America,,,36,28,47,49,60,41,31,33,38,37,50,76,59,68,76,74,67,89,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,Other Africa,,,104,93,101,357,120,195,212,366,282,399,393,494,417,364,403,398,337,402,
Common Market for Eastern and Southern Africa (COMESA),SI3_AGG - AGRA - Raw materials,Other Asia,,,94,72,97,127,227,117,91,113,137,99,160,155,163,133,165,111,121,147,
